instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
8569,28-12-2011,1,0,12,19,0,3,1,1,0.24,0.2273,0.41,0.2537,151
13436,19-07-2012,3,1,7,0,0,4,1,1,0.74,0.697,0.66,0.0896,66
5150,07-08-2011,3,0,8,11,0,0,0,1,0.82,0.8333,0.63,0,269
6535,04-10-2011,4,0,10,20,0,2,1,1,0.52,0.5,0.68,0.2239,261
6157,19-09-2011,3,0,9,2,0,1,1,2,0.52,0.5,0.72,0.1343,13
11821,12-05-2012,2,1,5,17,0,6,0,2,0.66,0.6212,0.36,0.194,576
15997,04-11-2012,4,1,11,5,0,0,0,1,0.26,0.2727,0.65,0.1045,5
991,13-02-2011,1,0,2,22,0,0,0,1,0.4,0.4091,0.35,0.2985,36
7539,15-11-2011,4,0,11,17,0,2,1,2,0.5,0.4848,0.72,0.194,451
6430,30-09-2011,4,0,9,11,0,5,1,1,0.64,0.6212,0.57,0.0896,217
8863,10-01-2012,1,1,1,2,0,2,1,2,0.22,0.2273,0.87,0.1642,4
4271,01-07-2011,3,0,7,20,0,5,1,1,0.72,0.6515,0.42,0.2239,269
14615,06-09-2012,3,1,9,3,0,4,1,1,0.7,0.6667,0.84,0.1045,9
367,16-01-2011,1,0,1,18,0,0,0,1,0.2,0.2121,0.4,0.1642,67
3672,06-06-2011,2,0,6,21,0,1,1,1,0.66,0.6212,0.57,0.0896,189
17159,22-12-2012,1,1,12,17,0,6,0,1,0.28,0.2576,0.41,0.2985,114
12105,24-05-2012,2,1,5,13,0,4,1,1,0.72,0.6667,0.54,0.1642,302
655,30-01-2011,1,0,1,14,0,0,0,1,0.28,0.303,0.61,0.0896,122
9559,08-02-2012,1,1,2,5,0,3,1,1,0.24,0.2576,0.7,0.0896,20
10149,03-03-2012,1,1,3,22,0,6,0,1,0.44,0.4394,0.21,0.1343,134
15693,21-10-2012,4,1,10,1,0,0,0,1,0.42,0.4242,0.58,0.2239,117
15668,20-10-2012,4,1,10,0,0,6,0,1,0.46,0.4545,0.82,0.1343,123
10553,20-03-2012,1,1,3,19,0,2,1,1,0.58,0.5455,0.73,0.1343,555
1114,19-02-2011,1,0,2,3,0,6,0,1,0.42,0.4242,0.14,0.2985,7
13082,04-07-2012,3,1,7,6,1,3,0,1,0.66,0.6212,0.69,0,32
15979,03-11-2012,4,1,11,11,0,6,0,2,0.36,0.3333,0.46,0.3881,340
9534,07-02-2012,1,1,2,4,0,2,1,2,0.3,0.3333,0.7,0,3
312,14-01-2011,1,0,1,11,0,5,1,1,0.18,0.1667,0.51,0.2836,53
16596,29-11-2012,4,1,11,6,0,4,1,1,0.22,0.2727,0.69,0,121
12511,10-06-2012,2,1,6,11,0,0,0,1,0.76,0.6818,0.45,0.0896,499
827,06-02-2011,1,0,2,21,0,0,0,1,0.26,0.303,0.6,0,27
729,02-02-2011,1,0,2,17,0,3,1,1,0.36,0.3182,0.53,0.5224,190
13692,29-07-2012,3,1,7,16,0,0,0,1,0.8,0.7273,0.43,0.1343,521
7261,04-11-2011,4,0,11,3,0,5,1,2,0.38,0.3939,0.87,0.1642,8
4317,03-07-2011,3,0,7,18,0,0,0,3,0.8,0.7424,0.49,0.8507,181
3254,20-05-2011,2,0,5,11,0,5,1,2,0.58,0.5455,0.6,0.194,196
12335,03-06-2012,2,1,6,3,0,0,0,1,0.52,0.5,0.63,0.1045,50
5641,28-08-2011,3,0,8,11,0,0,0,1,0.7,0.6515,0.58,0.3881,237
11532,30-04-2012,2,1,4,16,0,1,1,1,0.56,0.5303,0.6,0.194,347
11923,16-05-2012,2,1,5,23,0,3,1,1,0.62,0.5909,0.78,0.1045,133
12967,29-06-2012,3,1,6,11,0,5,1,2,0.9,0.8485,0.42,0.2836,188
2971,08-05-2011,2,0,5,16,0,0,0,1,0.6,0.6212,0.46,0.1045,385
12418,06-06-2012,2,1,6,14,0,3,1,1,0.64,0.6212,0.38,0,302
3316,23-05-2011,2,0,5,1,0,1,1,1,0.56,0.5303,0.88,0.1045,9
2987,09-05-2011,2,0,5,8,0,1,1,1,0.52,0.5,0.55,0.2239,374
4063,23-06-2011,3,0,6,4,0,4,1,2,0.7,0.6667,0.79,0.1343,7
16128,09-11-2012,4,1,11,17,0,5,1,1,0.42,0.4242,0.44,0.1343,654
3295,22-05-2011,2,0,5,4,0,0,0,1,0.5,0.4848,1,0,12
1958,27-03-2011,2,0,3,9,0,0,0,1,0.22,0.2273,0.55,0.1343,54
10594,22-03-2012,2,1,3,12,0,4,1,2,0.54,0.5152,0.88,0.194,272
7852,28-11-2011,4,0,11,19,0,1,1,1,0.54,0.5152,0.73,0.2239,264
10290,09-03-2012,1,1,3,19,0,5,1,1,0.42,0.4242,0.28,0.6119,244
6616,08-10-2011,4,0,10,5,0,6,0,1,0.42,0.4242,0.88,0.1045,8
2392,14-04-2011,2,0,4,13,0,4,1,1,0.56,0.5303,0.37,0.2239,159
3119,14-05-2011,2,0,5,20,0,6,0,3,0.54,0.5152,0.94,0.1343,157
1020,15-02-2011,1,0,2,4,0,2,1,1,0.22,0.1818,0.37,0.5224,1
16250,14-11-2012,4,1,11,19,0,3,1,1,0.3,0.303,0.52,0.1642,396
4629,16-07-2011,3,0,7,18,0,6,0,1,0.76,0.6818,0.45,0.2836,428
13960,09-08-2012,3,1,8,20,0,4,1,1,0.7,0.6515,0.54,0.2836,478
15192,30-09-2012,4,1,9,4,0,0,0,1,0.46,0.4545,0.67,0.0896,7
14984,21-09-2012,3,1,9,12,0,5,1,1,0.68,0.6364,0.57,0.1642,389
2057,31-03-2011,2,0,3,13,0,4,1,3,0.3,0.303,0.87,0.1343,68
14603,05-09-2012,3,1,9,15,0,3,1,1,0.78,0.7727,0.7,0.194,245
9729,15-02-2012,1,1,2,7,0,3,1,2,0.3,0.2879,0.65,0.194,321
6483,02-10-2011,4,0,10,16,0,0,0,3,0.36,0.3485,0.87,0.194,206
15300,04-10-2012,4,1,10,16,0,4,1,1,0.7,0.6515,0.54,0.2836,497
5800,04-09-2011,3,0,9,2,0,0,0,1,0.66,0.6061,0.83,0.194,60
8177,12-12-2011,4,0,12,8,0,1,1,2,0.16,0.1818,0.8,0.1045,385
7408,10-11-2011,4,0,11,6,0,4,1,2,0.36,0.3485,1,0.1343,114
4186,28-06-2011,3,0,6,7,0,2,1,1,0.68,0.6364,0.83,0.194,347
4767,22-07-2011,3,0,7,12,0,5,1,1,0.94,0.9545,0.48,0.1642,115
16851,09-12-2012,4,1,12,21,0,0,0,2,0.36,0.3636,1,0.1045,96
7410,10-11-2011,4,0,11,8,0,4,1,2,0.4,0.4091,0.94,0.0896,436
3130,15-05-2011,2,0,5,7,0,0,0,2,0.52,0.5,1,0.1343,42
8014,05-12-2011,4,0,12,13,0,1,1,2,0.42,0.4242,0.71,0.0896,171
15619,17-10-2012,4,1,10,23,0,3,1,1,0.46,0.4545,0.88,0.2239,99
14625,06-09-2012,3,1,9,13,0,4,1,2,0.72,0.697,0.79,0.1045,191
8151,11-12-2011,4,0,12,6,0,0,0,1,0.16,0.2273,0.59,0,10
16707,03-12-2012,4,1,12,21,0,1,1,1,0.44,0.4394,0.82,0.194,221
16487,24-11-2012,4,1,11,16,0,6,0,1,0.28,0.2424,0.38,0.4478,170
847,07-02-2011,1,0,2,17,0,1,1,2,0.32,0.3182,0.7,0.1642,216
13792,02-08-2012,3,1,8,20,0,4,1,1,0.78,0.7576,0.66,0,427
16457,23-11-2012,4,1,11,10,0,5,1,1,0.34,0.3333,0.61,0.1642,201
2245,08-04-2011,2,0,4,9,0,5,1,2,0.36,0.3485,0.76,0.194,185
13253,11-07-2012,3,1,7,9,0,3,1,2,0.7,0.6667,0.74,0.1343,328
12099,24-05-2012,2,1,5,7,0,4,1,1,0.6,0.5606,0.83,0.1045,415
26,02-01-2011,1,0,1,1,0,0,0,2,0.44,0.4394,0.94,0.2537,17
6379,28-09-2011,4,0,9,8,0,3,1,3,0.62,0.5455,0.94,0.2239,287
9386,31-01-2012,1,1,1,23,0,2,1,1,0.44,0.4394,0.38,0.2537,63
3716,08-06-2011,2,0,6,17,0,3,1,1,0.92,0.8485,0.35,0.2239,506
16490,24-11-2012,4,1,11,19,0,6,0,1,0.26,0.2424,0.41,0.2537,83
155,07-01-2011,1,0,1,17,0,5,1,2,0.2,0.2576,0.37,0,187
14585,04-09-2012,3,1,9,21,0,2,1,1,0.74,0.7121,0.74,0.2537,268
11714,08-05-2012,2,1,5,6,0,2,1,1,0.5,0.4848,0.77,0.2985,165
8291,17-12-2011,4,0,12,2,0,6,0,2,0.28,0.2727,0.56,0.2239,58
8675,02-01-2012,1,1,1,6,1,1,0,1,0.26,0.2273,0.41,0.3881,14
16307,17-11-2012,4,1,11,4,0,6,0,1,0.24,0.2273,0.7,0.194,7
11103,12-04-2012,2,1,4,19,0,4,1,1,0.46,0.4545,0.31,0.2985,433
17282,27-12-2012,1,1,12,22,0,4,1,2,0.24,0.2121,0.6,0.2836,44
13623,26-07-2012,3,1,7,19,0,4,1,1,0.9,0.8636,0.45,0.3284,614
9552,07-02-2012,1,1,2,22,0,2,1,1,0.32,0.3182,0.57,0.194,118
123,06-01-2011,1,0,1,8,0,4,1,1,0.16,0.2273,0.59,0,219
13399,17-07-2012,3,1,7,11,0,2,1,2,0.86,0.803,0.47,0,206
9616,10-02-2012,1,1,2,14,0,5,1,2,0.32,0.3333,0.39,0.0896,146
7752,24-11-2011,4,0,11,14,1,4,0,1,0.5,0.4848,0.31,0.2985,168
386,17-01-2011,1,0,1,13,1,1,0,2,0.18,0.197,0.47,0.1343,93
3580,03-06-2011,2,0,6,1,0,5,1,1,0.6,0.6212,0.38,0.3582,22
2873,04-05-2011,2,0,5,14,0,3,1,1,0.5,0.4848,0.51,0.3881,107
12997,30-06-2012,3,1,6,17,0,6,0,1,0.88,0.7727,0.32,0.1343,362
12963,29-06-2012,3,1,6,7,0,5,1,1,0.7,0.6515,0.61,0.1045,380
16957,14-12-2012,4,1,12,7,0,5,1,1,0.2,0.2121,0.72,0.1045,308
3933,17-06-2011,2,0,6,18,0,5,1,3,0.76,0.6818,0.4,0.194,450
4149,26-06-2011,3,0,6,18,0,0,0,2,0.72,0.6515,0.45,0.2537,382
2361,13-04-2011,2,0,4,6,0,3,1,3,0.38,0.3939,0.94,0.2239,34
5842,05-09-2011,3,0,9,20,1,1,0,3,0.66,0.5909,0.94,0.2537,82
16617,30-11-2012,4,1,11,3,0,5,1,1,0.24,0.2879,0.75,0,4
2663,25-04-2011,2,0,4,20,0,1,1,1,0.66,0.6212,0.61,0.2836,237
16979,15-12-2012,4,1,12,5,0,6,0,2,0.26,0.303,0.75,0,3
5850,06-09-2011,3,0,9,5,0,2,1,3,0.54,0.5152,0.88,0.3582,21
9364,31-01-2012,1,1,1,1,0,2,1,1,0.3,0.2727,0.42,0.2985,8
13503,21-07-2012,3,1,7,19,0,6,0,2,0.6,0.5455,0.88,0.1642,238
12621,15-06-2012,2,1,6,1,0,5,1,1,0.58,0.5455,0.78,0.194,51
8669,01-01-2012,1,1,1,23,0,0,0,1,0.44,0.4394,0.51,0.2985,29
9269,27-01-2012,1,1,1,2,0,5,1,1,0.42,0.4242,0.94,0.1343,13
493,22-01-2011,1,0,1,14,0,6,0,1,0.1,0.1364,0.33,0.1045,75
5770,02-09-2011,3,0,9,20,0,5,1,1,0.64,0.6061,0.73,0,196
9540,07-02-2012,1,1,2,10,0,2,1,1,0.34,0.3333,0.46,0.1642,116
13317,14-07-2012,3,1,7,1,0,6,0,2,0.7,0.6515,0.51,0.1045,118
11597,03-05-2012,2,1,5,9,0,4,1,2,0.48,0.4697,0.88,0.1045,304
16391,20-11-2012,4,1,11,16,0,2,1,2,0.42,0.4242,0.62,0.0896,395
17174,23-12-2012,1,1,12,8,0,0,0,1,0.14,0.1667,0.69,0.1045,48
3901,16-06-2011,2,0,6,10,0,4,1,2,0.66,0.6212,0.61,0.2537,121
128,06-01-2011,1,0,1,13,0,4,1,1,0.26,0.2727,0.35,0.1045,67
4375,06-07-2011,3,0,7,4,0,3,1,2,0.68,0.6364,0.83,0.0896,6
5893,08-09-2011,3,0,9,0,0,4,1,3,0.6,0.5,1,0.194,14
14791,13-09-2012,3,1,9,11,0,4,1,1,0.66,0.6212,0.5,0.1642,254
436,20-01-2011,1,0,1,4,0,4,1,1,0.26,0.2576,0.56,0.1642,1
11020,09-04-2012,2,1,4,7,0,1,1,1,0.42,0.4242,0.28,0.194,331
14649,07-09-2012,3,1,9,13,0,5,1,1,0.8,0.7727,0.59,0.2537,354
2446,16-04-2011,2,0,4,19,0,6,0,2,0.52,0.5,0.94,0.4179,71
8305,17-12-2011,4,0,12,16,0,6,0,1,0.28,0.2727,0.45,0.2239,222
3937,17-06-2011,2,0,6,22,0,5,1,1,0.62,0.5606,0.88,0.1343,175
16123,09-11-2012,4,1,11,12,0,5,1,1,0.44,0.4394,0.41,0.3284,262
13510,22-07-2012,3,1,7,2,0,0,0,2,0.6,0.5455,0.88,0.1045,122
16912,12-12-2012,4,1,12,10,0,3,1,2,0.3,0.303,0.56,0.1642,136
15577,16-10-2012,4,1,10,5,0,2,1,1,0.42,0.4242,0.67,0.2537,52
9128,21-01-2012,1,1,1,5,0,6,0,3,0.16,0.1818,0.86,0.1045,2
16929,13-12-2012,4,1,12,3,0,4,1,2,0.26,0.2424,0.56,0.2836,2
4282,02-07-2011,3,0,7,7,0,6,0,1,0.64,0.6061,0.65,0,45
7297,05-11-2011,4,0,11,15,0,6,0,1,0.4,0.4091,0.37,0.194,343
2766,30-04-2011,2,0,4,3,0,6,0,2,0.42,0.4242,0.54,0.194,17
15956,02-11-2012,4,1,11,12,0,5,1,1,0.42,0.4242,0.41,0.3582,292
5171,08-08-2011,3,0,8,8,0,1,1,1,0.74,0.6818,0.58,0.3284,349
4965,30-07-2011,3,0,7,18,0,6,0,1,0.88,0.7576,0.28,0.194,299
8991,15-01-2012,1,1,1,11,0,0,0,1,0.16,0.1515,0.47,0.2239,165
12705,18-06-2012,2,1,6,13,0,1,1,2,0.58,0.5455,0.73,0.1343,225
12102,24-05-2012,2,1,5,10,0,4,1,1,0.64,0.6061,0.65,0.1343,185
7075,27-10-2011,4,0,10,9,0,4,1,2,0.5,0.4848,0.82,0.1642,171
17378,31-12-2012,1,1,12,22,0,1,1,1,0.26,0.2727,0.56,0.1343,61
7265,04-11-2011,4,0,11,7,0,5,1,2,0.4,0.4091,0.86,0.2239,245
4111,25-06-2011,3,0,6,4,0,6,0,1,0.64,0.6212,0.57,0.194,11
11213,17-04-2012,2,1,4,9,0,2,1,1,0.6,0.6212,0.38,0.4925,400
14489,31-08-2012,3,1,8,21,0,5,1,1,0.76,0.7121,0.58,0.194,303
5819,04-09-2011,3,0,9,21,0,0,0,1,0.72,0.697,0.74,0.2537,207
9295,28-01-2012,1,1,1,4,0,6,0,1,0.26,0.2576,0.6,0.1642,8
495,22-01-2011,1,0,1,16,0,6,0,1,0.12,0.1364,0.28,0.194,83
6928,21-10-2011,4,0,10,6,0,5,1,1,0.36,0.3485,0.71,0.1642,85
13049,02-07-2012,3,1,7,21,0,1,1,1,0.76,0.6818,0.45,0.1343,258
7553,16-11-2011,4,0,11,7,0,3,1,3,0.46,0.4545,0.94,0,137
12180,27-05-2012,2,1,5,16,0,0,0,1,0.78,0.7121,0.52,0.2836,501
14046,13-08-2012,3,1,8,10,0,1,1,2,0.76,0.6818,0.4,0,199
17082,19-12-2012,4,1,12,12,0,3,1,1,0.4,0.4091,0.54,0.2836,236
3525,31-05-2011,2,0,5,18,0,2,1,1,0.84,0.803,0.53,0.194,417
281,13-01-2011,1,0,1,3,0,4,1,1,0.14,0.1212,0.5,0.3284,3
8071,07-12-2011,4,0,12,22,0,3,1,3,0.24,0.197,0.93,0.4478,13
5026,02-08-2011,3,0,8,7,0,2,1,1,0.72,0.6667,0.61,0.2836,335
8771,06-01-2012,1,1,1,6,0,5,1,2,0.22,0.2424,0.73,0.1045,70
6635,09-10-2011,4,0,10,0,0,0,0,1,0.46,0.4545,0.88,0.0896,129
13758,01-08-2012,3,1,8,10,0,3,1,1,0.72,0.6818,0.66,0.0896,236
7205,01-11-2011,4,0,11,19,0,2,1,1,0.42,0.4242,0.58,0.0896,313
9034,17-01-2012,1,1,1,7,0,2,1,3,0.3,0.2879,0.81,0.2239,126
11886,15-05-2012,2,1,5,10,0,2,1,1,0.62,0.5909,0.78,0.1045,171
7283,05-11-2011,4,0,11,1,0,6,0,1,0.32,0.303,0.45,0.2985,62
8210,13-12-2011,4,0,12,17,0,2,1,1,0.36,0.3485,0.4,0.194,398
7129,29-10-2011,4,0,10,15,0,6,0,3,0.22,0.2121,0.93,0.2537,41
5642,28-08-2011,3,0,8,12,0,0,0,1,0.74,0.6667,0.51,0.3881,306
10166,04-03-2012,1,1,3,15,0,0,0,1,0.36,0.3182,0.32,0.5224,334
7443,11-11-2011,4,0,11,17,1,5,0,1,0.34,0.303,0.39,0.3284,310
1561,10-03-2011,1,0,3,11,0,4,1,3,0.4,0.4091,0,0.2537,11
8452,23-12-2011,1,0,12,19,0,5,1,1,0.34,0.3333,0.53,0.194,76
12272,31-05-2012,2,1,5,12,0,4,1,1,0.72,0.6515,0.37,0.194,292
3673,06-06-2011,2,0,6,22,0,1,1,1,0.66,0.6212,0.61,0.0896,173
13112,05-07-2012,3,1,7,12,0,4,1,1,0.9,0.8182,0.35,0.3582,276
2566,21-04-2011,2,0,4,19,0,4,1,1,0.46,0.4545,0.28,0.2836,324
1811,21-03-2011,2,0,3,3,0,1,1,2,0.34,0.303,0.71,0.3284,1
9100,20-01-2012,1,1,1,1,0,5,1,1,0.26,0.2727,0.48,0.1343,15
6194,20-09-2011,3,0,9,15,0,2,1,2,0.62,0.5909,0.78,0.1045,192
6038,14-09-2011,3,0,9,3,0,3,1,1,0.6,0.5455,0.88,0.1343,8
484,22-01-2011,1,0,1,4,0,6,0,2,0.02,0.0152,0.48,0.2985,3
11877,15-05-2012,2,1,5,1,0,2,1,3,0.56,0.5303,0.88,0.1343,19
6205,21-09-2011,3,0,9,2,0,3,1,1,0.54,0.5152,0.94,0,6
3519,31-05-2011,2,0,5,12,0,2,1,1,0.86,0.803,0.47,0.1343,162
11373,24-04-2012,2,1,4,1,0,2,1,2,0.32,0.3333,0.81,0.1343,7
13345,15-07-2012,3,1,7,5,0,0,0,1,0.68,0.6364,0.89,0.1343,9
9869,21-02-2012,1,1,2,5,0,2,1,1,0.2,0.2576,0.69,0,15
12379,04-06-2012,2,1,6,23,0,1,1,1,0.58,0.5455,0.49,0.2985,86
9206,24-01-2012,1,1,1,11,0,2,1,1,0.34,0.3333,0.87,0.1343,153
11341,22-04-2012,2,1,4,17,0,0,0,3,0.36,0.3182,0.93,0.4478,27
133,06-01-2011,1,0,1,18,0,4,1,1,0.22,0.2273,0.51,0.1343,163
4497,11-07-2011,3,0,7,6,0,1,1,1,0.68,0.6364,0.74,0.194,121
10378,13-03-2012,1,1,3,12,0,2,1,1,0.6,0.6061,0.6,0.2836,244
6809,16-10-2011,4,0,10,6,0,0,0,1,0.38,0.3939,0.66,0.1642,10
9258,26-01-2012,1,1,1,15,0,4,1,2,0.42,0.4242,0.71,0.1045,164
8269,16-12-2011,4,0,12,4,0,5,1,2,0.5,0.4848,0.59,0.194,5
10165,04-03-2012,1,1,3,14,0,0,0,1,0.36,0.3333,0.34,0.3582,332
340,15-01-2011,1,0,1,15,0,6,0,2,0.32,0.3182,0.36,0.194,129
11465,27-04-2012,2,1,4,21,0,5,1,1,0.44,0.4394,0.33,0.2985,208
6075,15-09-2011,3,0,9,16,0,4,1,2,0.54,0.5152,0.77,0.4627,222
11785,11-05-2012,2,1,5,5,0,5,1,1,0.42,0.4242,0.47,0.1642,26
8065,07-12-2011,4,0,12,16,0,3,1,3,0.42,0.4242,0.94,0.194,31
2292,10-04-2011,2,0,4,8,0,0,0,2,0.38,0.3939,0.94,0.0896,55
770,04-02-2011,1,0,2,12,0,5,1,2,0.24,0.2424,0.48,0.1642,86
12484,09-06-2012,2,1,6,8,0,6,0,1,0.62,0.6061,0.61,0.1045,244
15815,26-10-2012,4,1,10,3,0,5,1,2,0.52,0.5,0.88,0.1642,13
11637,05-05-2012,2,1,5,1,0,6,0,1,0.6,0.5606,0.83,0,107
7477,13-11-2011,4,0,11,3,0,0,0,2,0.36,0.3485,0.62,0.1343,28
6091,16-09-2011,3,0,9,8,0,5,1,1,0.42,0.4242,0.67,0.2239,409
12570,12-06-2012,2,1,6,22,0,2,1,1,0.66,0.5909,0.94,0.1045,207
2692,27-04-2011,2,0,4,1,0,3,1,1,0.6,0.5606,0.83,0.2537,17
1290,26-02-2011,1,0,2,21,0,6,0,1,0.28,0.2727,0.65,0.2537,68
16887,11-12-2012,4,1,12,9,0,2,1,1,0.34,0.303,0.61,0.3881,334
8796,07-01-2012,1,1,1,7,0,6,0,1,0.22,0.2273,0.87,0.194,20
1417,04-03-2011,1,0,3,7,0,5,1,1,0.16,0.1818,0.8,0.1343,83
377,17-01-2011,1,0,1,4,1,1,0,2,0.18,0.197,0.43,0.1343,3
11108,13-04-2012,2,1,4,0,0,5,1,1,0.4,0.4091,0.37,0.2537,55
1237,24-02-2011,1,0,2,15,0,4,1,3,0.4,0.4091,0.54,0.3881,63
15316,05-10-2012,4,1,10,8,0,5,1,1,0.58,0.5455,0.64,0,785
14574,04-09-2012,3,1,9,10,0,2,1,2,0.72,0.697,0.74,0.2537,172
13465,20-07-2012,3,1,7,5,0,5,1,2,0.66,0.5909,0.89,0.1343,42
6308,25-09-2011,4,0,9,9,0,0,0,2,0.64,0.5758,0.83,0,155
13126,06-07-2012,3,1,7,2,0,5,1,1,0.76,0.7121,0.62,0.1343,17
7857,29-11-2011,4,0,11,0,0,2,1,1,0.52,0.5,0.83,0,22
2809,01-05-2011,2,0,5,22,0,0,0,2,0.46,0.4545,0.82,0,100
11331,22-04-2012,2,1,4,7,0,0,0,3,0.42,0.4242,0.77,0.3881,24
10379,13-03-2012,1,1,3,13,0,2,1,1,0.6,0.6061,0.6,0.3881,233
3796,12-06-2011,2,0,6,1,0,0,0,1,0.64,0.5758,0.83,0.1045,93
7871,29-11-2011,4,0,11,14,0,2,1,3,0.4,0.4091,0.94,0.194,36
5684,30-08-2011,3,0,8,6,0,2,1,1,0.54,0.5152,0.73,0.1045,119
11582,02-05-2012,2,1,5,18,0,3,1,1,0.56,0.5303,0.73,0.2239,813
10661,25-03-2012,2,1,3,7,0,0,0,2,0.4,0.4091,0.94,0.3284,39
97,05-01-2011,1,0,1,5,0,3,1,1,0.22,0.2273,0.47,0.1642,3
4866,26-07-2011,3,0,7,15,0,2,1,1,0.88,0.7576,0.28,0.3284,163
12608,14-06-2012,2,1,6,12,0,4,1,2,0.66,0.6212,0.61,0.2239,265
13773,02-08-2012,3,1,8,1,0,4,1,1,0.68,0.6364,0.79,0.1045,42
4187,28-06-2011,3,0,6,8,0,2,1,1,0.7,0.6667,0.79,0.1642,456
12573,13-06-2012,2,1,6,1,0,3,1,1,0.64,0.5909,0.78,0,28
8366,20-12-2011,4,0,12,5,0,2,1,2,0.36,0.3788,0.57,0,15
9296,28-01-2012,1,1,1,5,0,6,0,1,0.24,0.2576,0.75,0.0896,10
14648,07-09-2012,3,1,9,12,0,5,1,1,0.78,0.7424,0.59,0.1642,323
3458,28-05-2011,2,0,5,23,0,6,0,1,0.64,0.5758,0.83,0.194,125
12513,10-06-2012,2,1,6,13,0,0,0,1,0.84,0.7273,0.28,0.1343,492
5584,25-08-2011,3,0,8,13,0,4,1,1,0.7,0.6667,0.79,0.1045,37
8295,17-12-2011,4,0,12,6,0,6,0,2,0.26,0.2424,0.56,0.2836,17
7642,20-11-2011,4,0,11,0,0,0,0,1,0.38,0.3939,0.66,0.1642,93
4056,22-06-2011,3,0,6,21,0,3,1,1,0.74,0.7121,0.79,0.1642,247
10528,19-03-2012,1,1,3,18,0,1,1,1,0.64,0.6212,0.57,0.2537,801
4371,06-07-2011,3,0,7,0,0,3,1,1,0.72,0.697,0.74,0.194,37
11003,08-04-2012,2,1,4,14,0,0,0,1,0.6,0.5909,0.18,0.4478,503
6927,21-10-2011,4,0,10,5,0,5,1,1,0.34,0.3333,0.76,0.194,31
6714,12-10-2011,4,0,10,7,0,3,1,2,0.54,0.5152,0.88,0.3881,259
14492,01-09-2012,3,1,9,0,0,6,0,1,0.74,0.6818,0.62,0.1045,168
2787,01-05-2011,2,0,5,0,0,0,0,1,0.42,0.4242,0.67,0.0896,96
1954,27-03-2011,2,0,3,4,0,0,0,3,0.18,0.197,0.74,0.1642,6
7652,20-11-2011,4,0,11,10,0,0,0,2,0.44,0.4394,0.72,0.1045,229
6494,03-10-2011,4,0,10,3,0,1,1,1,0.36,0.3788,0.81,0,7
11251,18-04-2012,2,1,4,23,0,3,1,2,0.42,0.4242,0.77,0,70
1460,06-03-2011,1,0,3,2,0,0,0,2,0.4,0.4091,0.82,0.2836,32
4041,22-06-2011,3,0,6,6,0,3,1,1,0.66,0.6061,0.83,0,122
13105,05-07-2012,3,1,7,5,0,4,1,1,0.72,0.6818,0.62,0,29
6459,01-10-2011,4,0,10,16,0,6,0,2,0.4,0.4091,0.76,0.2985,223
12342,03-06-2012,2,1,6,10,0,0,0,1,0.62,0.6212,0.43,0.2239,404
1334,28-02-2011,1,0,2,20,0,1,1,3,0.44,0.4394,0.88,0.6119,45
10819,31-03-2012,2,1,3,21,0,6,0,2,0.4,0.4091,0.71,0.3284,143
4669,18-07-2011,3,0,7,10,0,1,1,1,0.76,0.7121,0.62,0.194,130
13407,17-07-2012,3,1,7,19,0,2,1,1,0.88,0.7879,0.35,0.2537,547
1232,24-02-2011,1,0,2,10,0,4,1,2,0.26,0.2424,0.7,0.2836,57
11606,03-05-2012,2,1,5,18,0,4,1,1,0.72,0.6667,0.58,0.1343,706
17364,31-12-2012,1,1,12,8,0,1,1,1,0.14,0.1515,0.69,0.1343,196
5161,07-08-2011,3,0,8,22,0,0,0,1,0.7,0.6667,0.89,0.194,103
1485,07-03-2011,1,0,3,5,0,1,1,1,0.2,0.1818,0.75,0.3582,1
13633,27-07-2012,3,1,7,5,0,5,1,1,0.7,0.6667,0.84,0,37
6405,29-09-2011,4,0,9,10,0,4,1,1,0.64,0.6061,0.65,0.194,127
3409,26-05-2011,2,0,5,22,0,4,1,1,0.7,0.6515,0.65,0.1343,180
3531,01-06-2011,2,0,6,0,0,3,1,1,0.7,0.6667,0.79,0.1642,34
3310,22-05-2011,2,0,5,19,0,0,0,1,0.66,0.6212,0.61,0.194,300
6791,15-10-2011,4,0,10,12,0,6,0,1,0.58,0.5455,0.35,0.5522,456
13640,27-07-2012,3,1,7,12,0,5,1,1,0.84,0.7879,0.49,0.3582,299
16657,01-12-2012,4,1,12,19,0,6,0,2,0.32,0.3485,0.81,0,249
12060,22-05-2012,2,1,5,16,0,2,1,1,0.68,0.6364,0.61,0.1045,386
6841,17-10-2011,4,0,10,14,0,1,1,1,0.58,0.5455,0.49,0.194,166
16738,05-12-2012,4,1,12,4,0,3,1,1,0.5,0.4848,0.63,0.4478,10
9117,20-01-2012,1,1,1,18,0,5,1,2,0.2,0.2273,0.34,0.0896,301
15182,29-09-2012,4,1,9,18,0,6,0,1,0.56,0.5303,0.46,0.194,594
6779,15-10-2011,4,0,10,0,0,6,0,1,0.46,0.4545,0.55,0.1045,106
1282,26-02-2011,1,0,2,13,0,6,0,2,0.34,0.3182,0.42,0.2537,174
5132,06-08-2011,3,0,8,17,0,6,0,3,0.74,0.7121,0.79,0.1642,149
1829,21-03-2011,2,0,3,22,0,1,1,1,0.46,0.4545,0.88,0.2239,78
