Timestamp,Age,Gender,City,Position ,Total years of experience,Years of experience in Germany,Seniority level,Your main technology / programming language,Other technologies/programming languages you use often,Yearly brutto salary (without bonus and stocks) in EUR,Yearly bonus + stocks in EUR,Annual brutto salary (without bonus and stocks) one year ago. Only answer if staying in the same country,Annual bonus+stocks one year ago. Only answer if staying in same country,Number of vacation days,Employment status,Сontract duration,Main language at work,Company size,Company type,Have you lost your job due to the coronavirus outbreak?,"Have you been forced to have a shorter working week (Kurzarbeit)? If yes, how many hours per week","Have you received additional monetary support from your employer due to Work From Home? If yes, how much in 2020 in EUR"
02/12/2020 08:56:43,36,Male,Berlin,Backend Developer,16,8,Lead,Scala,"Python, Kotlin, Java / Scala, SQL, AWS, Kubernetes, Docker",120000,120000,120000,120000,30,Full-time employee,Unlimited contract,English,101-1000,Startup,No,,
02/12/2020 10:35:10,22,Female,Eindhoven,Frontend Developer,2,-,Junior,JS,"Javascript / Typescript, SQL, Docker",24000,-,,-,24,Full-time employee,Unlimited contract,English,11-50,Product,Laid off for a bit,32,-
02/12/2020 11:52:05,26,Female,Berlin,Backend Developer,7,0.5,Senior,,,60000,,,,24,Full-time employee,Unlimited contract,English,up to 10,Product,No,,
02/12/2020 12:06:42,30,Male,Berlin,Backend Developer,4,2,Middle,python,Python,58000,0,55000,0,24,Full-time employee,Unlimited contract,English,101-1000,Product,No,,500
02/12/2020 14:20:32,35,Male,Berlin,Software Engineer,12,6,Middle,Kotlin,"Python, Ruby, Java / Scala, AWS",75000,95000,74000,94000,28,Full-time employee,Unlimited contract,English,1000+,Product,No,,
02/12/2020 14:43:40,30,Male,Berlin,Software Engineer,10,2,Middle,iOS,,71000,,65000,,27,Full-time employee,Unlimited contract,English,101-1000,Product,No,0,
02/12/2020 14:45:13,36,Male,Bonn,DevOps,15,1,Junior,jenkins bash,"Kotlin, Swift, Javascript / Typescript, Docker",52500,,,,30,Full-time employee,Unlimited contract,English,11-50,Product,No,,
02/12/2020 16:12:21,35,Male,Berlin,Team lead,,5,Lead,,"Python, Java / Scala, AWS, Kubernetes, Docker",85000,,85000,,28,Full-time employee,Unlimited contract,English,51-100,Startup,No,,
02/12/2020 17:06:36,28,Male,Cologne,Software Engineer,5,1,Middle,Java,"Python, Kotlin, Javascript / Typescript, SQL, Docker",50000,50000,50000,50000,25,Full-time employee,Unlimited contract,Russian,101-1000,Product,No,0,0
02/12/2020 17:09:22,42,Male,Berlin,Backend Developer,19,3,Senior,PHP,"Kotlin, SQL, Kubernetes, Docker",66000,4000,65000,5000,26,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
02/12/2020 18:46:00,34,Male,Berlin,Backend Developer,14,4,Senior,Kotlin,"Java / Scala, SQL, AWS, Kubernetes, Docker",95000,125000,90000,90000,28,Full-time employee,Unlimited contract,English,1000+,Product,No,,300
02/12/2020 19:35:54,27,Male,Hamburg,Backend Developer,0,0,Junior,Python,Javascript / Typescript,50000,5000,,,30,Full-time employee,Unlimited contract,English,up to 10,Startup,No,0,0
02/12/2020 21:39:34,,Male,Munich,Frontend Developer,5,3,Lead,javascript,Javascript / Typescript,70000,,,,24,Full-time employee,Unlimited contract,English,11-50,Startup,No,,
02/12/2020 21:42:33,36,Female,Berlin,Data Scientist,5,5,Senior,Python,"Python, R",87000,15000,77000,12000,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,
02/12/2020 21:53:01,31,Male,Berlin,Software Engineer,4,4,Senior,Python,"Python, Javascript / Typescript, AWS, Docker",68000,0,64000,1000,30,Full-time employee,Unlimited contract,English,101-1000,Startup,No,0,0
02/12/2020 22:41:04,32,Female,Munich,It Consulting ,2,2,Junior,Test Management ,,54000,1500,47000,700,27,Full-time employee,Unlimited contract,German,1000+,Consulting / Agency,No,,150
03/12/2020 08:53:41,32,Male,Berlin,Software Engineer,13,5,Lead,JavaScript,"Javascript / Typescript, SQL, AWS, Docker",83000,3000,80000,0,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,
03/12/2020 09:40:36,36,Male,Prefer not to say,ML Engineer,6,6,Senior,Python,"Python, R, Docker",110000,25000,65000,2500,30,Full-time employee,Unlimited contract,English,101-1000,Startup,No,0,80
03/12/2020 10:59:45,26,Male,Munich,Software Engineer,6,2,Senior,TypeScript,"AWS, Docker",93000,10000,80000,,30,Full-time employee,Unlimited contract,English,11-50,Startup,No,,
03/12/2020 11:04:39,28,Female,Berlin,Data Scientist,4,2,Middle,Python,Python,73700,80400,67000,67000,28,Full-time employee,Unlimited contract,English,1000+,Product,No,0,200
03/12/2020 11:52:21,34,Male,Munich,Data Scientist,10,10,Senior,Python,"R, SQL, AWS, Docker",85000,20000,62500,11000,28,Full-time employee,Unlimited contract,English,101-1000,Consulting / Agency,No,,300
03/12/2020 13:25:21,38,Male,Berlin,Data Scientist,10,9,Senior,Python,Python,87550,0,85000,0,30,Full-time employee,Unlimited contract,German,101-1000,Product,No,,600 nett
03/12/2020 13:58:08,37,Male,Berlin,Software Engineer,16,8,Senior,Java,"Google Cloud, Kubernetes, Docker",80000,,75000,,27,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
03/12/2020 21:03:20,31,Male,Berlin,Backend Developer,9,1,Senior,NodeJS/TS,Javascript / Typescript,65000,5000,65000,0,27,Full-time employee,Unlimited contract,English,51-100,Startup,No,30,0
03/12/2020 21:25:35,38,Male,Berlin,Backend Developer,15,1,Middle,PHP/MySQL,"PHP, SQL, Docker, VMs",40700,,20000,,25,Full-time employee,Unlimited contract,English,11-50,Consulting / Agency,No,,
03/12/2020 21:59:27,24,Male,Moscow,Product Manager,3,0,Senior,,,48000,7200,36000,0,28,Full-time employee,Unlimited contract,Русский,1000+,Product,No,0,0
03/12/2020 22:07:03,25,Male,Hamburg,ML Engineer,2,2,Middle,Python,.NET,60000,65000,48000,53000,28,Full-time employee,Unlimited contract,German,11-50,Product,No,,
04/12/2020 09:21:01,33,Female,Berlin,Frontend Developer,13,4,Middle,"Angular, TypeScript",Javascript / Typescript,47745,3800,47745,3800,30,"full-time, but 32 hours per week (it was my request, I'm a student)",Unlimited contract,English,1000+,Product,No,0,0
04/12/2020 10:37:11,39,Female,Berlin,Data Scientist,2.5,2,Junior,python,"C/C++, R, SQL",60000,60000,60000,60000,30,Full-time employee,Unlimited contract,English,up to 10,corporate incubator,Yes,,no
04/12/2020 11:18:51,25,Male,Hamburg,Software Engineer,1,1,Junior,C#,"Javascript / Typescript, .NET, SQL, Kubernetes",43500,,,,28,Full-time employee,Unlimited contract,German,51-100,Startup,No,,
04/12/2020 11:51:26,30,Female,Berlin,Software Engineer,7,3,Senior,Java,"Python, Javascript / Typescript",60000,,55000,,27,Full-time employee,Unlimited contract,English,51-100,Product,No,0,0
04/12/2020 15:56:55,45,Male,Stuttgart,CTO,27,20,Head,,"Clojure, Rust",90000,,90000,,,Founder,Unlimited contract,English,11-50,Consulting / Agency,No,,
04/12/2020 18:56:48,28,Female,Berlin,Designer (UI/UX),5,1,Senior,,,60000,0,,,26,Full-time employee,Unlimited contract,English,1000+,Consulting / Agency,No,,
04/12/2020 19:00:59,45,Male,Munich,Data architect,19,11,Senior,,,90000,2500,88000,2500,30,Full-time employee,Unlimited contract,English,1000+,Multinational ,No,,100
04/12/2020 20:33:47,37,,Munich,Software Engineer,15,6,Senior,C,"Python, C/C++, Docker",120000,80000,120000,80000,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,700
05/12/2020 00:19:36,35,Male,Munich,Software Engineer,14,1,Senior,C++,"Python, C/C++",98000,28000,90000,22500,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,400
05/12/2020 03:34:07,25,Male,Cologne,ML Engineer,2,2,Middle,"NLP, Python","Python, C/C++, Google Cloud, Docker",51000,3000,,,24,Full-time employee,Temporary contract,English,up to 10,Startup,No,,
05/12/2020 10:09:33,31,Male,Berlin,Software Engineer,4,1,Senior,Java,"Python, Javascript / Typescript, SQL, AWS, Kubernetes",69000,,65000,,28,Full-time employee,Unlimited contract,English,1000+,Product,No,,
05/12/2020 12:18:41,31,Male,Hamburg,Data Scientist,"6 (not as a data scientist, but as a lab scientist)","6 (not as a data scientist, but as a lab scientist)",Middle,Python,"Python, R, SQL",57000,,,,,Full-time employee,Unlimited contract,German,1000+,Product,No,,
05/12/2020 12:43:21,25,Female,Amsterdam,Data Scientist,1.5,0,Middle,Python,"AWS, Docker",49850,500,36000,0,25,Full-time employee,Unlimited contract,English,11-50,Startup,No,,150
05/12/2020 13:42:21,27,Male,Dusseldurf,Backend Developer,2,0,Middle,PHP,Kotlin,50000,0,,,28,Full-time employee,Unlimited contract,English,101-1000,Product,No,,20%
05/12/2020 13:52:19,37,Male,Berlin,Software Engineer,12,6,Middle,php,"PHP, SQL, Docker",65000,31500,65000,31500,26,Full-time employee,Unlimited contract,English,1000+,Product,No,,200
05/12/2020 14:54:17,27,Male,Frankfurt,IT Manager,5,3,Middle,,,73000,4000,65000,3000,37,Full-time employee,Unlimited contract,English,1000+,Industry,No,,150
05/12/2020 15:16:24,32,Male,Hamburg,ML Engineer,4,1.5,Middle,"Python, Whole Apache Data Science Stack, AWS","Javascript / Typescript, SQL, AWS, Docker",37500,0,34000,34000,24,Full-time employee,Unlimited contract,German,101-1000,Consulting / Agency,No,,
05/12/2020 17:29:17,28,Female,Berlin,Backend Developer,3,2,Middle,Python,"AWS, Docker",65000,0,65000,0,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,0
05/12/2020 18:10:14,35,Male,Fr,Backend Developer,4,2.5,Middle,Java,"Javascript / Typescript, Java / Scala, SQL",42000,,42000,,28,Full-time employee,Unlimited contract,English,51-100,Consulting / Agency,No,,750
05/12/2020 22:37:41,36,Male,Berlin,Staff Engineer,15,4,Lead,Go,"PHP, AWS, Kubernetes, Docker",85000,3000,80000,0,28,Full-time employee,Unlimited contract,English,1000+,Product,No,,1100
06/12/2020 14:46:17,32,Male,Berlin,Designer (UI/UX),5,10,Senior,Java,"Python, PHP, Javascript / Typescript, SQL",70000,5000,65000,5000,24,Self-employed (freelancer),Unlimited contract,German,up to 10,Startup,No,,
06/12/2020 16:31:09,22,Male,Frankfurt,Software Engineer,2,2,Junior,Java,,45000,7000,37000,3000,30,Full-time employee,Unlimited contract,German,1000+,Bank,Yes,30,
06/12/2020 19:01:46,33,Male,Berlin,Head of IT,3,3,Head,Python,"Python, Javascript / Typescript, Docker",100000,20000,65000,,32,Full-time employee,Unlimited contract,German,51-100,Product,yes but found a new one with better pay / perks,,0
06/12/2020 21:08:57,35,Male,Berlin,Backend Developer,13,5,Senior,Php,"PHP, SQL, Go, AWS, Docker",68000,0,68000,0,26,Full-time employee,Unlimited contract,English,1000+,Product,No,20,
06/12/2020 21:17:41,32,Female,Berlin,Computational linguist,5,5,Middle,Java,"Python, Docker",50400,0,50400,0,29,Full-time employee,Unlimited contract,English,11-50,Product,No,40,0
06/12/2020 21:51:21,69,Male,Stuttgart,Rentner,383,3,Head,,,70000,,,,,,,German,11-50,Consulting / Agency,No,,
07/12/2020 03:52:51,28,Male,Berlin,Product Analyst,4,0,Junior,SQL,"Python, Clojure, SQL",55000,0,,,22,Full-time employee,Unlimited contract,English,1000+,Product,No,,No
07/12/2020 06:56:43,30,Male,Hamburg,Data Scientist,5,5,Middle,Python,"Python, C/C++, SQL, AWS",55000,60000,55000,55000,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
07/12/2020 07:09:07,40,Male,Munich,Data Engineer,15,7,Lead,SQL,"Python, Javascript / Typescript, .NET, Java / Scala, SQL, Go, AWS, Azure, Docker",90000,10000,84000,10000,30,Full-time employee,,English,101-1000,Product,No,32,0
07/12/2020 08:28:00,27,Female,Berlin,Data Scientist,5,2,Senior,Python ,"SQL, AWS, Google Cloud, Docker",75000,0,60000,60000,24,Full-time employee,,English,101-1000,Product,No,,
07/12/2020 09:25:26,32,Male,Berlin,Backend Developer,10,5,Senior,Node.js,"Javascript / Typescript, SQL, Google Cloud, Kubernetes, Docker",80000,,72000,,24,Full-time employee,Unlimited contract,English,11-50,Startup,No,,
07/12/2020 13:10:18,33,Male,Munich,Software Engineer,5,5,Senior,Embedded C++,"Python, C/C++",61000,63000,58000,60000,30,Full-time employee,Unlimited contract,English,1000+,Consulting / Agency,No,40,1500
07/12/2020 16:36:43,31,Male,Berlin,Data Engineer,4,2,Middle,Python,"Python, SQL, AWS, Docker",50000,0,45000,0,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,40,200
07/12/2020 19:49:33,30,Male,Cologne,technical business analyst,5,5,Middle,,Python,69000,5000,63000,,30,Full-time employee,Unlimited contract,German,up to 10,Product,No,,
07/12/2020 21:22:11,32,Male,Munich,Software Engineer,10,3,Lead,Swift,Java / Scala,75000,5000,75000,5000,27,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
07/12/2020 22:47:21,32,Male,Munich,QA Engineer,12,4,Senior,,,95000,8000,,,25,Full-time employee,Unlimited contract,Russian,1000+,Product,No,,800
07/12/2020 22:48:05,25,Male,Munich,Frontend Developer,7,1,Senior,JS,"C/C++, Javascript / Typescript, AWS, Google Cloud, Kubernetes",70000,6000,,,28,Full-time employee,Unlimited contract,English,101-1000,Consulting / Agency,No,,
07/12/2020 22:54:31,34,Male,Munich,Software Engineer,10,4,Senior,C++,"Python, C/C++",74000,,72000,,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,
07/12/2020 22:56:55,29,Male,Darmstadt,Data Scientist,5,2,Middle,Python,"SQL, Kubernetes, Docker",65000,,55000,,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,1500
07/12/2020 22:56:59,29,Male,Darmstadt,Data Scientist,5,2,Middle,Python,"SQL, Kubernetes, Docker",65000,,55000,,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,1500
07/12/2020 23:01:55,30,Male,Munich,DevOps,10,3,Lead,,"Python, Go, AWS, Kubernetes, Docker",85000,25,75000,,28,Full-time employee,Unlimited contract,English,1000+,Product,No,0,0
08/12/2020 00:04:34,31,Male,Frankfurt,Product Manager,8,5,Lead,,,110000,18000,,,35,,,,1000+,Product,No,,
08/12/2020 01:00:52,24,Male,Munich,DevOps,3,1,Junior,Go,"Python, SQL, Go",77000,20000,,,30,Full-time employee,Unlimited contract,English,1000+,FAANG,No,,
08/12/2020 01:09:28,35,Male,Frankfurt,Software Engineer,10,1,Senior,Java,"Python, .NET, Java / Scala, SQL, Kubernetes, Docker",60000,5000,60000,5000,30,Full-time employee,Unlimited contract,English,101-1000,Consulting / Agency,No,,
08/12/2020 01:45:43,31,Male,Munich,DevOps,6,2,Middle,NodsJs,"Javascript / Typescript, AWS, Kubernetes, Docker",60000,2000,,,30,Full-time employee,Unlimited contract,English,51-100,Consulting / Agency,No,,
08/12/2020 08:17:39,27,Male,Munich,Software Engineer,2,5,Junior,Java,Javascript / Typescript,68000,2000,60000,500,28,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
08/12/2020 09:39:06,38,Male,Berlin,Full-Stack Developer,1,1,Junior,Javascript/Typescript,AWS,45500,45500,40000,0,28,Full-time employee,Unlimited contract,English,51-100,Startup,No,,
08/12/2020 09:39:49,34,Male,Munich,DevOps,12,2,Middle,Java,"Python, SQL, Perl",72000,8000,72000,8000,28,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
08/12/2020 10:53:52,35,Male,Darmstadt,Data Scientist,4,4,Senior,python,"Javascript / Typescript, Java / Scala, Docker",67000,5000,60000,10000,30,Full-time employee,Unlimited contract,English,51-100,Product,No,,
08/12/2020 11:49:02,35,Male,Duesseldorf,DevOps,17,5,Senior,Linux,"SQL, AWS, Google Cloud, Azure, Kubernetes, Docker",85000,2000,68000,0,30,Full-time employee,Unlimited contract,English,1000+,Consulting / Agency,No,,
08/12/2020 13:30:50,36,Male,Berlin,Backend Developer,10,3,Senior,Java,"Javascript / Typescript, Java / Scala, SQL, AWS, Docker, nomad, QlikSense",75000,,,,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,500
08/12/2020 13:55:01,33,Male,Munich,Backend Developer,13,3,Senior,Java,"Python, Javascript / Typescript, AWS",70000,7000,,,,Full-time employee,Unlimited contract,English,51-100,Product,No,,
08/12/2020 20:04:49,29,Male,Berlin,DevOps,7,3,Senior,"Kuberenetes, Openstack","Python, Go, Kubernetes, Docker, Openstack",82000,0,78000,0,28,Full-time employee,Unlimited contract,English,101-1000,Consulting / Agency,No,32,500
08/12/2020 20:38:39,35,Male,Berlin,Software Engineer,15,4,Senior,Java,Kotlin,85000,10000,80000,,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
08/12/2020 20:57:45,30,Male,Berlin,Software Engineer,11,4,Senior,c/c++,Python,70000,,,,,Full-time employee,Unlimited contract,English,51-100,Startup,No,,
08/12/2020 21:41:06,31,Female,Berlin,Product Manager,4,,Middle,,SQL,60000,0,70000,,28,Full-time employee,Unlimited contract,English,101-1000,Startup,Yes,,
08/12/2020 21:57:59,25,Female,Cambridge,Frontend Developer,4,0,Middle,JavaScript/Typescript,Javascript / Typescript,45000,45000,,,28,Full-time employee,Unlimited contract,English,101-1000,Product,No,37.5,I was able to move all equipment I need to work to home
08/12/2020 22:10:37,24,Male,Berlin,ML Engineer,0.8,0.2,Junior,Python,Python,11500,0,,,24,Werkstudent,Temporary contract,English,11-50,Consulting / Agency,No,,
08/12/2020 23:46:09,34,Male,Cologne,CTO,14,2,Lead,C#,"Javascript / Typescript, .NET, SQL, Azure, Kubernetes, Docker",84000,92000,72000,72000,21,Full-time employee,Unlimited contract,English,11-50,Product,No,,
09/12/2020 04:46:05,42,Male,Hamburg,Data Scientist,2,2,Senior,Python ,"Python, SQL, Google Cloud",80000,7000,65000,5000,30,Full-time employee,Unlimited contract,German,1000+,Old industry,No,0,0
09/12/2020 10:09:49,37,Female,Hamburg,QA Manager,7,7,Middle,java,,46000,2000,45000,1800,30,Full-time employee,Unlimited contract,German,101-1000,Product,No,,
09/12/2020 10:32:21,32,Male,Berlin,Mobile Developer,8,2,Senior,Swift,"Kotlin, Swift, Ruby",75000,,70000,,26,Full-time employee,Unlimited contract,English,1000+,Product,No,,
09/12/2020 13:37:29,26,Female,Berlin,Mobile Developer,8,3,Middle,c++,"C/C++, SAP / ABAP",40000,2000,15000,,36,Self-employed (freelancer),Temporary contract,German,101-1000,Product,No,,
09/12/2020 21:12:22,35,Male,Munich,Software Engineer,15,5,Head,SQL,"Python, AWS, Kubernetes, Docker",100000,,60000,20000,30,Founder,Unlimited contract,English,11-50,Consulting / Agency,No,,
10/12/2020 08:37:41,43,Male,Munich,Product Manager,18,9,Lead,.NET,Kotlin,115000,6000,115000,6000,25,Full-time employee,Unlimited contract,English,1000+,Product,No,,800
10/12/2020 14:44:21,41,Male,Munich,Software Engineer,15,15,Senior,Kotlin,"Python, Java / Scala, SQL, AWS",99000,1200,99000,3300,39,Full-time employee,Unlimited contract,German,1000+,Product,No,,
11/12/2020 08:39:23,33,Male,Berlin,Backend Developer,8,6,Lead,NodeJS,"Python, Javascript / Typescript, SQL, AWS, Azure, Kubernetes, Docker",90000,20000,85000,20000,25,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
11/12/2020 09:20:06,44,Male,Berlin,QA Lead,15,5,Lead,"JS, Java",Docker,72000,,72000,,30,Full-time employee,Unlimited contract,English,11-50,Product,No,30,
11/12/2020 16:25:59,28,Male,Berlin,ML Engineer,5,3,Middle,"Python, Pytorch","Python, AWS, Google Cloud, Docker",54000,10000,52000,10000,27,Full-time employee,Unlimited contract,English,up to 10,Startup,No,,No
11/12/2020 22:00:36,34,Female,Berlin,Designer (UI/UX),10,6,Senior,"PS, Sketch, React, CSS3",Javascript / Typescript,45000,,45000,,30,Full-time employee,Unlimited contract,German,up to 10,Product,No,35,0
11/12/2020 22:36:22,,,Frankfurt,Software Engineer,10,10,Senior,Python,"Python, C/C++, Docker",65000,5000,60000,7000,30,Full-time employee,Unlimited contract,German,101-1000,Product,No,0,
12/12/2020 11:45:25,40,Male,Berlin,Backend Developer,20,5,Lead,Java,"Kotlin, C/C++, Javascript / Typescript, Java / Scala, AWS, Docker",80000,,,,,Full-time employee,Unlimited contract,English,1000+,Startup,No,,
12/12/2020 14:51:11,28,Male,Brussels,Robotics Engineer,3,0,Middle,C++,"Python, C/C++, Javascript / Typescript, Docker",45000,0,45000,0,25,Full-time employee,Unlimited contract,English,up to 10,Startup,No,0,0
12/12/2020 20:52:06,26,Male,Stockholm,ML Engineer,2.5,0,Middle,Python/NLP,"Python, AWS, Google Cloud, Kubernetes, Docker",60000,60000,37500,37500,30,Full-time employee,Unlimited contract,English,1000+,Product,Yes,,
12/12/2020 20:55:50,39,Male,Berlin,Software Engineer,15,4,Lead,Java,"Java / Scala, Google Cloud, Kubernetes",75000,75000,65000,65000,24,Full-time employee,Unlimited contract,English,51-100,Startup,No,,
13/12/2020 08:25:33,32,Male,Copenhagen,Data Scientist,6,6,Senior,Python,"Python, Azure",92000,5000,90000,5000,25,Full-time employee,Unlimited contract,English,up to 10,Startup,No,30,0
