Agency,Agency Type,Distribution Channel,Product Name,Duration,Destination,Net Sales,Commision (in value),Gender,Age,Claim
EPX,Travel Agency,Online,2 way Comprehensive Plan,9,CHINA,29.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,159,PHILIPPINES,20.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,16,AUSTRALIA,27.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,14,MALAYSIA,20.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,2,INDONESIA,10.0,0.0,,38,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,8,MALAYSIA,20.0,0.0,,28,0
JZI,Airlines,Online,Basic Plan,8,MALAYSIA,18.0,6.3,M,55,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,34,UNITED STATES,112.0,0.0,,51,0
SSI,Airlines,Online,Ticket Protector,4,SINGAPORE,0.92,0.26,,48,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,29,AUSTRALIA,29.7,17.82,,29,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,60,UNITED STATES,49.5,29.7,,39,0
C2B,Airlines,Online,Silver Plan,13,SINGAPORE,48.5,12.13,F,44,0
JWT,Airlines,Online,Value Plan,20,INDIA,234.0,93.6,,118,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,49,JAPAN,66.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,57,MYANMAR,12.0,0.0,,36,0
JZI,Airlines,Online,Basic Plan,50,INDONESIA,30.0,10.5,F,43,0
EPX,Travel Agency,Online,Cancellation Plan,34,INDONESIA,10.0,0.0,,29,0
JZI,Airlines,Online,Basic Plan,30,CHINA,35.0,12.25,M,45,0
EPX,Travel Agency,Online,Cancellation Plan,13,CHINA,17.0,0.0,,36,0
JZI,Airlines,Online,Value Plan,49,AUSTRIA,67.0,23.45,F,49,0
EPX,Travel Agency,Online,Cancellation Plan,11,CHINA,20.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,16,"TAIWAN, PROVINCE OF CHINA",46.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,20,INDIA,10.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,47,AUSTRALIA,80.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,26,VIET NAM,34.0,0.0,,27,0
EPX,Travel Agency,Online,1 way Comprehensive Plan,6,INDONESIA,20.0,0.0,,38,0
EPX,Travel Agency,Online,Cancellation Plan,67,MYANMAR,14.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,11,MALDIVES,79.0,0.0,,36,0
C2B,Airlines,Online,Bronze Plan,6,SINGAPORE,32.5,8.13,M,32,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,71,AUSTRALIA,89.1,53.46,,44,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,4,THAILAND,31.0,0.0,,38,0
EPX,Travel Agency,Online,Cancellation Plan,15,HONG KONG,15.0,0.0,,36,0
C2B,Airlines,Online,Bronze Plan,12,SINGAPORE,47.0,11.75,M,25,0
EPX,Travel Agency,Online,Cancellation Plan,176,MALAYSIA,10.0,0.0,,36,0
C2B,Airlines,Online,Silver Plan,28,SINGAPORE,67.0,16.75,F,24,0
EPX,Travel Agency,Online,Cancellation Plan,134,AUSTRALIA,57.0,0.0,,36,0
C2B,Airlines,Online,Bronze Plan,13,SINGAPORE,13.5,3.38,M,44,1
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,8,UNITED STATES,39.6,23.76,,38,0
EPX,Travel Agency,Online,Cancellation Plan,35,CHINA,19.0,0.0,,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,111,NEW ZEALAND,39.6,23.76,,52,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,40,THAILAND,39.6,23.76,,48,0
EPX,Travel Agency,Online,Cancellation Plan,6,MALAYSIA,10.0,0.0,,36,0
C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,33.5,8.38,M,35,0
EPX,Travel Agency,Online,Cancellation Plan,9,THAILAND,13.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,35,VIET NAM,10.0,0.0,,36,0
JWT,Airlines,Online,Value Plan,52,INDIA,31.0,12.4,,118,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,9,MALAYSIA,0.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,2,INDONESIA,10.0,0.0,,36,0
EPX,Travel Agency,Online,1 way Comprehensive Plan,4,CHINA,21.0,0.0,,36,0
EPX,Travel Agency,Online,1 way Comprehensive Plan,142,CHINA,24.0,0.0,,36,0
C2B,Airlines,Online,Bronze Plan,23,SINGAPORE,33.5,8.38,F,26,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,251,AUSTRALIA,0.0,17.82,,31,0
EPX,Travel Agency,Online,Cancellation Plan,87,UNITED STATES,65.0,0.0,,35,0
EPX,Travel Agency,Online,Cancellation Plan,5,SINGAPORE,17.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,47,PHILIPPINES,22.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,5,THAILAND,22.0,0.0,,49,0
ART,Airlines,Online,24 Protect,13,PHILIPPINES,8.85,3.1,M,48,0
EPX,Travel Agency,Online,Cancellation Plan,14,MALAYSIA,12.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,80,PHILIPPINES,20.0,0.0,,36,0
JZI,Airlines,Online,Basic Plan,83,JAPAN,35.0,12.25,M,48,0
EPX,Travel Agency,Online,Cancellation Plan,7,UNITED STATES,57.0,0.0,,50,0
EPX,Travel Agency,Online,1 way Comprehensive Plan,3,SINGAPORE,20.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,89,CHINA,36.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,16,CHINA,0.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,39,CHINA,35.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,7,CAMBODIA,23.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,81,JAPAN,62.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,10,NORWAY,57.0,0.0,,36,0
C2B,Airlines,Online,Bronze Plan,18,SINGAPORE,40.0,10.0,F,47,0
JZI,Airlines,Online,Basic Plan,5,MYANMAR,18.0,6.3,F,30,0
C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,216.0,54.0,F,35,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,46,THAILAND,20.0,0.0,,41,0
EPX,Travel Agency,Online,Cancellation Plan,62,VIET NAM,15.0,0.0,,36,0
C2B,Airlines,Online,Silver Plan,3,SINGAPORE,30.0,7.5,M,37,0
C2B,Airlines,Online,Bronze Plan,6,SINGAPORE,13.5,3.38,M,30,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,5,UNITED STATES,9.9,5.94,,31,0
C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,216.0,54.0,F,31,1
EPX,Travel Agency,Online,2 way Comprehensive Plan,55,"KOREA, REPUBLIC OF",30.0,0.0,,19,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,172,SOUTH AFRICA,0.0,17.82,,31,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,25,CHINA,35.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,37,SINGAPORE,10.0,0.0,,31,0
JZI,Airlines,Online,Basic Plan,51,THAILAND,22.0,7.7,M,47,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,17,NEW ZEALAND,89.1,53.46,,38,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,37,THAILAND,85.0,0.0,,35,0
SSI,Airlines,Online,Ticket Protector,89,SINGAPORE,11.7,3.28,,48,0
EPX,Travel Agency,Online,Cancellation Plan,12,INDIA,27.0,0.0,,35,0
EPX,Travel Agency,Online,Cancellation Plan,98,SINGAPORE,32.0,0.0,,21,0
EPX,Travel Agency,Online,Cancellation Plan,24,VIET NAM,23.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,9,INDONESIA,20.0,0.0,,30,0
JZI,Airlines,Online,Basic Plan,6,CHINA,26.0,9.1,M,37,0
RAB,Airlines,Online,Value Plan,22,BRUNEI DARUSSALAM,15.0,6.0,M,61,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,54,VIET NAM,20.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,23,VIET NAM,20.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,8,INDONESIA,24.0,0.0,,39,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,4,MALAYSIA,29.7,17.82,,34,0
C2B,Airlines,Online,Bronze Plan,21,SINGAPORE,23.5,5.88,F,32,0
C2B,Airlines,Online,Bronze Plan,7,SINGAPORE,18.0,4.5,F,34,0
EPX,Travel Agency,Online,Cancellation Plan,1,CHINA,32.0,0.0,,36,0
JZI,Airlines,Online,Basic Plan,53,THAILAND,22.0,7.7,M,27,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,143,MALAYSIA,0.0,17.82,,26,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,16,FRANCE,0.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,71,"TAIWAN, PROVINCE OF CHINA",37.0,0.0,,31,0
EPX,Travel Agency,Online,1 way Comprehensive Plan,5,INDIA,20.0,0.0,,36,0
C2B,Airlines,Online,Gold Plan,5,SINGAPORE,53.25,13.31,M,33,0
EPX,Travel Agency,Online,Cancellation Plan,15,SINGAPORE,22.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,40,MONGOLIA,52.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,5,SINGAPORE,10.0,0.0,,46,0
JZI,Airlines,Online,Basic Plan,40,CHINA,40.0,14.0,F,50,0
JZI,Airlines,Online,Basic Plan,12,PHILIPPINES,33.0,11.55,F,28,0
EPX,Travel Agency,Online,Cancellation Plan,42,FRANCE,55.0,0.0,,36,0
C2B,Airlines,Online,Bronze Plan,5,SINGAPORE,23.0,5.75,M,37,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,15,UNITED KINGDOM,72.0,0.0,,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,69,NETHERLANDS,-39.6,23.76,,31,0
C2B,Airlines,Online,Bronze Plan,29,SINGAPORE,48.3,12.07,M,22,0
JZI,Airlines,Online,Value Plan,16,JAPAN,69.0,24.15,,118,0
C2B,Airlines,Online,Bronze Plan,12,SINGAPORE,13.5,3.38,F,27,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,52,INDONESIA,20.0,0.0,,36,0
C2B,Airlines,Online,Silver Plan,11,SINGAPORE,54.5,13.63,M,35,0
EPX,Travel Agency,Online,Cancellation Plan,8,CHINA,50.0,0.0,,35,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,45,GREECE,9.9,5.94,,51,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,14,JAPAN,39.6,23.76,,39,0
EPX,Travel Agency,Online,Cancellation Plan,95,INDIA,24.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,34,SWEDEN,112.0,0.0,,36,0
JZI,Airlines,Online,Value Plan,14,JAPAN,58.0,20.3,M,34,0
EPX,Travel Agency,Online,Cancellation Plan,100,FRANCE,48.0,0.0,,36,0
JZI,Airlines,Online,Basic Plan,16,CHINA,40.0,14.0,F,33,0
EPX,Travel Agency,Online,1 way Comprehensive Plan,7,PHILIPPINES,20.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,100,UNITED STATES,0.0,0.0,,37,0
EPX,Travel Agency,Online,Cancellation Plan,7,HONG KONG,14.0,0.0,,56,0
JZI,Airlines,Online,Basic Plan,21,CHINA,26.0,9.1,M,57,0
EPX,Travel Agency,Online,Cancellation Plan,29,CHINA,27.0,0.0,,36,0
C2B,Airlines,Online,Silver Plan,5,SINGAPORE,18.5,4.63,F,29,0
RAB,Airlines,Online,Value Plan,1,BRUNEI DARUSSALAM,15.0,6.0,M,41,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,47,THAILAND,20.0,0.0,,36,0
JWT,Airlines,Online,Value Plan,4,INDIA,78.0,31.2,M,118,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,99,AUSTRALIA,89.1,53.46,,31,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,20,AUSTRALIA,20.0,0.0,,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,124,AUSTRALIA,69.3,41.58,,46,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,28,THAILAND,89.1,53.46,,48,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,45,JAPAN,20.0,0.0,,32,0
C2B,Airlines,Online,Bronze Plan,16,SINGAPORE,17.0,4.25,M,25,0
JZI,Airlines,Online,Basic Plan,3,MALAYSIA,18.0,6.3,M,38,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,19,UNITED STATES,112.0,0.0,,52,0
LWC,Travel Agency,Online,Single Trip Travel Protect Silver,159,"KOREA, REPUBLIC OF",33.0,21.45,F,44,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,33,AUSTRALIA,19.8,11.88,,55,0
C2B,Airlines,Online,Bronze Plan,25,SINGAPORE,30.55,7.64,M,32,0
EPX,Travel Agency,Online,1 way Comprehensive Plan,1,CHINA,24.0,0.0,,35,0
EPX,Travel Agency,Online,Cancellation Plan,3,MALAYSIA,21.0,0.0,,35,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,11,MALAYSIA,20.0,0.0,,57,0
JZI,Airlines,Online,Basic Plan,123,PHILIPPINES,37.0,12.95,F,53,0
EPX,Travel Agency,Online,Cancellation Plan,30,NEPAL,46.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,3,SINGAPORE,29.0,0.0,,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,5,MALAYSIA,39.6,23.76,,61,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,24,CHINA,51.0,0.0,,36,0
C2B,Airlines,Online,Annual Silver Plan,377,SINGAPORE,161.0,40.25,F,59,0
JZI,Airlines,Online,Basic Plan,13,INDONESIA,22.0,7.7,M,74,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,136,CANADA,94.0,0.0,,23,0
C2B,Airlines,Online,Bronze Plan,16,SINGAPORE,39.0,9.75,M,29,0
EPX,Travel Agency,Online,Cancellation Plan,271,KENYA,34.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,4,MALAYSIA,15.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,42,DENMARK,87.0,0.0,,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,5,AUSTRALIA,9.9,5.94,,31,0
EPX,Travel Agency,Online,Cancellation Plan,10,CANADA,59.0,0.0,,27,0
JZI,Airlines,Online,Basic Plan,18,HONG KONG,26.0,9.1,F,33,0
EPX,Travel Agency,Online,Cancellation Plan,85,THAILAND,10.0,0.0,,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,39,AUSTRIA,0.0,100.98,,31,0
LWC,Travel Agency,Online,Single Trip Travel Protect Silver,14,PHILIPPINES,25.0,16.25,F,30,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,14,UNITED STATES,112.0,0.0,,35,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,79,CHINA,32.0,0.0,,36,0
JZI,Airlines,Online,Basic Plan,2,MYANMAR,18.0,6.3,M,26,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,96,UNITED KINGDOM,63.0,0.0,,35,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,52,AUSTRALIA,0.0,53.46,,43,0
EPX,Travel Agency,Online,1 way Comprehensive Plan,4,PHILIPPINES,20.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,26,THAILAND,23.0,0.0,,35,0
C2B,Airlines,Online,Annual Gold Plan,364,SINGAPORE,0.0,112.31,F,51,0
EPX,Travel Agency,Online,1 way Comprehensive Plan,1,THAILAND,22.0,0.0,,36,0
JZI,Airlines,Online,Basic Plan,22,MALAYSIA,30.0,10.5,M,42,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,15,AUSTRALIA,39.6,23.76,,29,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,29,CHINA,59.0,0.0,,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,25,JAPAN,39.6,23.76,,61,0
EPX,Travel Agency,Online,Cancellation Plan,9,SERBIA,10.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,23,INDONESIA,20.0,0.0,,27,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,29,INDONESIA,20.0,0.0,,20,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,4,MALAYSIA,44.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,210,CHINA,58.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,34,"TAIWAN, PROVINCE OF CHINA",22.0,0.0,,55,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,5,THAILAND,20.0,0.0,,35,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,65,INDIA,20.0,0.0,,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,73,AUSTRALIA,89.1,53.46,,31,0
EPX,Travel Agency,Online,Cancellation Plan,270,AUSTRALIA,10.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,111,FRANCE,80.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,34,SINGAPORE,14.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,19,LAO PEOPLE'S DEMOCRATIC REPUBLIC,39.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,12,HONG KONG,23.0,0.0,,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,55,THAILAND,29.7,17.82,,43,0
JZI,Airlines,Online,Basic Plan,84,THAILAND,30.0,10.5,F,39,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,147,UNITED STATES,91.0,0.0,,45,0
C2B,Airlines,Online,Bronze Plan,22,SINGAPORE,61.1,15.28,F,51,0
C2B,Airlines,Online,Silver Plan,2,SINGAPORE,28.5,7.13,M,45,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,12,NORWAY,39.6,23.76,,36,0
RAB,Airlines,Online,Value Plan,4,BRUNEI DARUSSALAM,15.0,6.0,,52,0
EPX,Travel Agency,Online,Cancellation Plan,29,BRUNEI DARUSSALAM,20.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,42,PHILIPPINES,13.0,0.0,,36,0
JZI,Airlines,Online,Basic Plan,16,CHINA,26.0,9.1,M,58,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,19,MALAYSIA,19.8,11.88,,31,0
JZI,Airlines,Online,Basic Plan,159,HONG KONG,35.0,12.25,F,57,0
C2B,Airlines,Online,Bronze Plan,15,SINGAPORE,51.75,12.94,F,62,0
C2B,Airlines,Online,Annual Gold Plan,365,SINGAPORE,333.0,83.25,M,61,1
EPX,Travel Agency,Online,2 way Comprehensive Plan,7,CHINA,36.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,43,SAUDI ARABIA,38.0,0.0,,35,0
C2B,Airlines,Online,Silver Plan,10,SINGAPORE,39.0,9.75,F,47,0
EPX,Travel Agency,Online,Cancellation Plan,46,HONG KONG,19.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,40,UNITED STATES,65.0,0.0,,76,0
RAB,Airlines,Online,Value Plan,3,BRUNEI DARUSSALAM,15.0,6.0,M,32,0
EPX,Travel Agency,Online,Cancellation Plan,5,THAILAND,10.0,0.0,,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,79,UNITED KINGDOM,99.0,59.4,,34,0
EPX,Travel Agency,Online,Cancellation Plan,16,MALAYSIA,10.0,0.0,,31,0
JZI,Airlines,Online,Basic Plan,13,VIET NAM,22.0,7.7,M,30,0
EPX,Travel Agency,Online,Cancellation Plan,20,INDIA,31.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,8,INDIA,21.0,0.0,,36,0
C2B,Airlines,Online,Annual Silver Plan,372,SINGAPORE,216.0,54.0,M,33,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,16,SINGAPORE,20.0,0.0,,33,0
EPX,Travel Agency,Online,Cancellation Plan,45,PHILIPPINES,24.0,0.0,,36,0
C2B,Airlines,Online,Bronze Plan,16,SINGAPORE,53.5,13.38,M,26,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,162,JAPAN,0.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,12,AUSTRALIA,59.0,0.0,,36,0
RAB,Airlines,Online,Value Plan,20,BRUNEI DARUSSALAM,23.0,9.2,M,54,0
EPX,Travel Agency,Online,Cancellation Plan,4,PHILIPPINES,10.0,0.0,,48,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,11,JAPAN,44.0,0.0,,36,0
RAB,Airlines,Online,Value Plan,47,BRUNEI DARUSSALAM,15.0,6.0,M,33,0
EPX,Travel Agency,Online,Cancellation Plan,2,SINGAPORE,21.0,0.0,,36,0
C2B,Airlines,Online,Silver Plan,19,SINGAPORE,72.0,18.0,F,44,0
JZI,Airlines,Online,Basic Plan,20,INDONESIA,22.0,7.7,F,48,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,62,JAPAN,56.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,9,IRELAND,80.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,46,HONG KONG,24.0,0.0,,36,0
C2B,Airlines,Online,Silver Plan,22,SINGAPORE,74.4,18.6,M,22,0
EPX,Travel Agency,Online,Cancellation Plan,23,JAPAN,49.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,13,THAILAND,21.0,0.0,,49,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,35,"KOREA, REPUBLIC OF",64.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,39,"TAIWAN, PROVINCE OF CHINA",33.0,0.0,,36,0
JZI,Airlines,Online,Basic Plan,37,AUSTRALIA,40.0,14.0,F,72,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,13,MALAYSIA,20.0,0.0,,57,0
C2B,Airlines,Online,Silver Plan,15,SINGAPORE,63.5,15.88,M,26,0
JZI,Airlines,Online,Basic Plan,37,CHINA,26.0,9.1,F,48,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,7,INDONESIA,30.0,0.0,,39,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,15,MALAYSIA,29.7,17.82,,37,0
EPX,Travel Agency,Online,Cancellation Plan,13,JAPAN,21.0,0.0,,44,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,263,UNITED KINGDOM,67.0,0.0,,36,0
C2B,Airlines,Online,Silver Plan,21,SINGAPORE,24.5,6.13,F,25,0
C2B,Airlines,Online,Silver Plan,25,SINGAPORE,72.0,18.0,M,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,7,CAMBODIA,23.0,0.0,,36,0
JWT,Airlines,Online,Value Plan,8,INDIA,31.0,12.4,M,118,0
JZI,Airlines,Online,Basic Plan,3,MALAYSIA,18.0,6.3,M,57,0
EPX,Travel Agency,Online,Cancellation Plan,68,SINGAPORE,67.0,0.0,,36,0
RAB,Airlines,Online,Value Plan,10,BRUNEI DARUSSALAM,15.0,6.0,F,53,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,5,CHINA,50.0,0.0,,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,44,AUSTRALIA,79.2,47.52,,31,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,103,UNITED KINGDOM,-63.0,0.0,,22,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,128,UNITED KINGDOM,68.0,0.0,,36,0
C2B,Airlines,Online,Silver Plan,13,SINGAPORE,18.5,4.63,F,23,0
EPX,Travel Agency,Online,Cancellation Plan,15,CANADA,21.0,0.0,,23,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,11,THAILAND,29.7,17.82,,59,0
ART,Airlines,Online,24 Protect,11,THAILAND,23.24,8.13,M,48,0
EPX,Travel Agency,Online,1 way Comprehensive Plan,54,CHINA,30.0,0.0,,35,0
EPX,Travel Agency,Online,Cancellation Plan,187,UNITED KINGDOM,45.0,0.0,,36,0
JZI,Airlines,Online,Basic Plan,187,THAILAND,30.0,10.5,F,18,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,9,SOUTH AFRICA,29.7,17.82,,34,0
JZI,Airlines,Online,Basic Plan,5,THAILAND,22.0,7.7,F,54,0
C2B,Airlines,Online,Silver Plan,4,SINGAPORE,24.05,6.01,M,30,0
EPX,Travel Agency,Online,Cancellation Plan,40,CHINA,13.0,0.0,,36,0
LWC,Travel Agency,Online,Single Trip Travel Protect Silver,18,PHILIPPINES,25.0,16.25,M,34,0
EPX,Travel Agency,Online,Cancellation Plan,31,SINGAPORE,11.0,0.0,,36,0
C2B,Airlines,Online,Bronze Plan,36,SINGAPORE,13.5,3.38,M,59,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,3,"TAIWAN, PROVINCE OF CHINA",44.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,21,PHILIPPINES,10.0,0.0,,45,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,17,THAILAND,37.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,20,HONG KONG,20.0,0.0,,47,0
JZI,Airlines,Online,Basic Plan,36,MALAYSIA,18.0,6.3,F,48,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,110,"TAIWAN, PROVINCE OF CHINA",41.0,0.0,,36,0
JZI,Airlines,Online,Basic Plan,24,AUSTRALIA,26.0,9.1,M,56,0
SSI,Airlines,Online,Ticket Protector,76,SINGAPORE,11.24,3.15,,48,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,65,ROMANIA,171.0,0.0,,36,0
EPX,Travel Agency,Online,1 way Comprehensive Plan,2,CHINA,20.0,0.0,,35,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,1,SINGAPORE,9.9,5.94,,31,0
EPX,Travel Agency,Online,Cancellation Plan,45,CANADA,67.0,0.0,,33,0
JZI,Airlines,Online,Basic Plan,27,SRI LANKA,26.0,9.1,M,71,0
EPX,Travel Agency,Online,Cancellation Plan,12,"TAIWAN, PROVINCE OF CHINA",42.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,19,INDONESIA,25.0,0.0,,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,10,AUSTRALIA,29.7,17.82,,31,0
C2B,Airlines,Online,Silver Plan,18,SINGAPORE,27.0,6.75,F,22,0
C2B,Airlines,Online,Silver Plan,19,SINGAPORE,63.5,15.88,F,36,0
JZI,Airlines,Online,Basic Plan,30,PHILIPPINES,33.0,11.55,F,32,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,5,"KOREA, REPUBLIC OF",19.8,11.88,,60,0
LWC,Travel Agency,Online,Single Trip Travel Protect Silver,78,MALAYSIA,25.0,16.25,F,25,0
